device_on_off_ratio,device_log10_on_off_ratio,state_count_available,physical_state_count,device_conductance_mode,mapping_strategy,precision_basis,crossbar_size,requested_weight_bits,effective_weight_levels,slices_per_branch,physical_cells_per_weight,adc_bits,estimated_memristor_cells,estimated_physical_crossbar_tiles,adc_levels,relative_hardware_cost_proxy,predicted_accuracy,tree_disagreement,candidate_on_off_ratio,candidate_mode,candidate_state_count,historical_mean_abs_error_pp,historical_median_abs_error_pp,historical_max_abs_error_pp,historical_validation_rows,validation_adjusted_score,nearest_known_device,nearest_known_family,descriptor_distance_to_nearest_known,numeric_descriptor_distance,categorical_mismatch_fraction,accuracy_margin_pp,passes_accuracy,passes_cost,passes_distance,feasible,reverse_design_rank
2.02898,0.30727776614007485,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,256,7,127,0,2,8,203264,10,256,2560,96.22523858008658,0.043222563681627406,2.02898,GRADUAL_MULTILEVEL,0,0.2082744928715715,0.0183501865079378,3.5959328152958108,50,96.01696408721502,TiOx_02_Pt,TiOx,0.010392380047987482,0.010392380047987482,0.0,0.5169640872150154,True,True,True,True,11
80.0,1.9030899869919435,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,256,6,63,0,2,8,203264,10,256,2560,96.271993496337,0.026064402693487795,80.0,GRADUAL_MULTILEVEL,0,0.21888017979797975,0.0429856468253859,3.415293729437224,50,96.05311331653903,TiOx_04,TiOx,0.011112177072350673,0.011112177072350673,0.0,0.5531133165390258,True,True,True,True,12
76.0,1.8808135922807914,0,0,ANALOG,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,6,63,0,2,8,203264,10,256,2560,96.26849251587302,0.05391276033521523,76.0,ANALOG,0,0.21888017979797975,0.0429856468253859,3.415293729437224,50,96.04961233607504,TiOx_03,TiOx,0.011112177072350786,0.011112177072350786,0.0,0.5496123360750431,True,True,True,True,13
2.128684,0.3281111958478591,0,0,ANALOG,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,7,127,0,2,8,203264,10,256,2560,96.24631382539683,0.021349535788276884,2.128684,ANALOG,0,0.2082744928715715,0.0183501865079378,3.5959328152958108,50,96.03803933252526,HfZrOx_01,HfZrOx,0.013508967482263878,0.013508967482263878,0.0,0.5380393325252584,True,True,True,True,14
2.0,0.3010299956639812,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,256,7,127,0,2,8,203264,10,256,2560,96.22523858008658,0.043222563681627406,2.0,GRADUAL_MULTILEVEL,0,0.2082744928715715,0.0183501865079378,3.5959328152958108,50,96.01696408721502,TiOx_02_Pt,TiOx,0.013508967482263878,0.013508967482263878,0.0,0.5169640872150154,True,True,True,True,15
41.92543,1.6224775255576593,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,256,6,63,0,2,8,203264,10,256,2560,96.26185204395605,0.025825516676745385,41.92543,GRADUAL_MULTILEVEL,0,0.21888017979797975,0.0429856468253859,3.415293729437224,50,96.04297186415808,HfOx_01,HfOx,0.017248773906163948,0.017248773906163948,0.0,0.5429718641580763,True,True,True,True,16
1.705978,0.23197342628038578,0,0,ANALOG,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,7,127,0,2,8,203264,10,256,2560,96.21228224125875,0.043293164520681576,1.705978,ANALOG,0,0.2082744928715715,0.0183501865079378,3.5959328152958108,50,96.00400774838718,HfZrOx_01,HfZrOx,0.03444762211074597,0.03444762211074597,0.0,0.5040077483871812,True,True,True,True,17
3.718072,0.5703177955757218,0,0,ANALOG,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,7,127,0,2,8,203264,10,256,2560,96.23968388888889,0.0181213480943509,3.718072,ANALOG,0,0.2082744928715715,0.0183501865079378,3.5959328152958108,50,96.03140939601732,HfOx_02,HfOx,0.06417583020190246,0.06417583020190246,0.0,0.5314093960173238,True,True,True,True,18
6.813303,0.8333577032358783,0,0,ANALOG,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,7,127,0,2,8,203264,10,256,2560,96.23968388888889,0.0181213480943509,6.813303,ANALOG,0,0.2082744928715715,0.0183501865079378,3.5959328152958108,50,96.03140939601732,HfOx_02,HfOx,0.06703687584478796,0.06703687584478796,0.0,0.5314093960173238,True,True,True,True,19
3.718072,0.5703177955757218,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,256,7,127,0,2,8,203264,10,256,2560,96.24401705555557,0.017746209375048432,3.718072,GRADUAL_MULTILEVEL,0,0.2082744928715715,0.0183501865079378,3.5959328152958108,50,96.035742562684,TiOx_02_Pt,TiOx,0.12082038674420643,0.12082038674420643,0.0,0.5357425626840069,True,True,True,True,20
140.785336,2.148557421667331,0,0,ANALOG,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,6,63,0,2,8,203264,10,256,2560,96.2769628968254,0.05406869734408667,140.785336,ANALOG,0,0.21888017979797975,0.0429856468253859,3.415293729437224,50,96.05808271702742,TiOx_03,TiOx,0.12244699534988289,0.12244699534988289,0.0,0.5580827170274176,True,True,True,True,21
45.4,1.657055852857104,0,0,ANALOG,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,6,63,0,2,8,203264,10,256,2560,96.25850556349205,0.053682714140427204,45.4,ANALOG,0,0.21888017979797975,0.0429856468253859,3.415293729437224,50,96.03962538369407,TiOx_03,TiOx,0.12272968313764611,0.12272968313764611,0.0,0.539625383694073,True,True,True,True,22
140.785336,2.148557421667331,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,256,6,63,0,2,8,203264,10,256,2560,96.271993496337,0.026064402693487795,140.785336,GRADUAL_MULTILEVEL,0,0.21888017979797975,0.0429856468253859,3.415293729437224,50,96.05311331653903,TiOx_04,TiOx,0.13355917242223356,0.13355917242223356,0.0,0.5531133165390258,True,True,True,True,23
41.92543,1.6224775255576593,0,0,ANALOG,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,6,63,0,2,8,203264,10,256,2560,96.25850556349205,0.053682714140427204,41.92543,ANALOG,0,0.21888017979797975,0.0429856468253859,3.415293729437224,50,96.03962538369407,TiOx_03,TiOx,0.13997845704381007,0.13997845704381007,0.0,0.539625383694073,True,True,True,True,24
22.879029,1.359437588788364,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,256,6,63,0,2,8,203264,10,256,2560,96.26185204395605,0.025825516676745385,22.879029,GRADUAL_MULTILEVEL,0,0.21888017979797975,0.0429856468253859,3.415293729437224,50,96.04297186415808,HfOx_01,HfOx,0.14846149447342238,0.14846149447342238,0.0,0.5429718641580763,True,True,True,True,25
5.0,0.6989700043360189,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,256,7,127,0,2,8,203264,10,256,2560,96.24401705555557,0.017746209375048432,5.0,GRADUAL_MULTILEVEL,0,0.2082744928715715,0.0183501865079378,3.5959328152958108,50,96.035742562684,TiOx_02_Pt,TiOx,0.18499621694610888,0.18499621694610888,0.0,0.5357425626840069,True,True,True,True,26
12.485261,1.096397625556008,0,0,ANALOG,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,7,127,0,2,8,203264,10,256,2560,96.23923455555557,0.01812526184831158,12.485261,ANALOG,0,0.2082744928715715,0.0183501865079378,3.5959328152958108,50,96.030960062684,HfOx_02,HfOx,0.1982495892043411,0.1982495892043411,0.0,0.5309600626840023,True,True,True,True,27
6.813303,0.8333577032358783,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,256,7,127,0,2,8,203264,10,256,2560,96.24401705555557,0.017746209375048432,6.813303,GRADUAL_MULTILEVEL,0,0.2082744928715715,0.0183501865079378,3.5959328152958108,50,96.035742562684,TiOx_02_Pt,TiOx,0.25203309279089686,0.25203309279089686,0.0,0.5357425626840069,True,True,True,True,28
257.986731,2.4115973695226383,0,0,ANALOG,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,6,63,0,2,8,203264,10,256,2560,96.2769628968254,0.05406869734408667,257.986731,ANALOG,0,0.21888017979797975,0.0429856468253859,3.415293729437224,50,96.05808271702742,TiOx_03,TiOx,0.25365972144719806,0.25365972144719806,0.0,0.5580827170274176,True,True,True,True,29
257.986731,2.4115973695226383,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,256,6,63,0,2,8,203264,10,256,2560,96.271993496337,0.026064402693487795,257.986731,GRADUAL_MULTILEVEL,0,0.21888017979797975,0.0429856468253859,3.415293729437224,50,96.05311331653903,TiOx_04,TiOx,0.26477189851954874,0.26477189851954874,0.0,0.5531133165390258,True,True,True,True,30
22.879029,1.359437588788364,0,0,ANALOG,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,6,63,0,2,8,203264,10,256,2560,96.25850556349205,0.053682714140427204,22.879029,ANALOG,0,0.21888017979797975,0.0429856468253859,3.415293729437224,50,96.03962538369407,TiOx_03,TiOx,0.2711911776110685,0.2711911776110685,0.0,0.539625383694073,True,True,True,True,31
2909.09,3.463757157444634,1,8,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,4,15,0,2,8,203264,10,256,2560,96.03617656782106,0.017485320498562544,2909.09,DISCRETE_MULTILEVEL,8,0.20365972212121047,0.027873156204904548,3.37796664285716,50,95.83251684569984,TaOx_01,TaOx,0.27246843806239895,0.27246843806239895,0.0,0.33251684569984263,True,True,True,True,32
12.485261,1.096397625556008,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,256,7,127,0,2,8,203264,10,256,2560,96.24129443650794,0.017151331226389916,12.485261,GRADUAL_MULTILEVEL,0,0.2082744928715715,0.0183501865079378,3.5959328152958108,50,96.03301994363638,HfOx_01,HfOx,0.2796742282413006,0.2796742282413006,0.0,0.5330199436363756,True,True,True,True,33
1587.512707,3.2007172102209553,1,8,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,4,15,0,2,8,203264,10,256,2560,96.03978975829726,0.021663264484635007,1587.512707,DISCRETE_MULTILEVEL,8,0.20365972212121047,0.027873156204904548,3.37796664285716,50,95.83613003617604,TaOx_01,TaOx,0.3024166482642255,0.3024166482642255,0.0,0.3361300361760442,True,True,True,True,34
1000.0,3.0,1,8,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,4,15,0,2,8,203264,10,256,2560,96.03978975829726,0.021663264484635007,1000.0,DISCRETE_MULTILEVEL,8,0.20365972212121047,0.027873156204904548,3.37796664285716,50,95.83613003617604,TaOx_01,TaOx,0.3574294361537401,0.3574294361537401,0.0,0.3361300361760442,True,True,True,True,35
866.31785,2.9376772628887164,1,8,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,4,15,0,2,8,203264,10,256,2560,96.03978975829726,0.021663264484635007,866.31785,DISCRETE_MULTILEVEL,8,0.20365972212121047,0.027873156204904548,3.37796664285716,50,95.83613003617604,TaOx_01,TaOx,0.3782937580735448,0.3782937580735448,0.0,0.3361300361760442,True,True,True,True,36
472.75629,2.674637315822986,0,0,ANALOG,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,6,63,0,2,8,203264,10,256,2560,96.27626789682539,0.0537333246870895,472.75629,ANALOG,0,0.21888017979797975,0.0429856468253859,3.415293729437224,50,96.05738771702741,TiOx_03,TiOx,0.3848724467688499,0.3848724467688499,0.0,0.5573877170274102,True,True,True,True,37
472.75629,2.674637315822986,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,256,6,63,0,2,8,203264,10,256,2560,96.27186321062271,0.02531953463125564,472.75629,GRADUAL_MULTILEVEL,0,0.21888017979797975,0.0429856468253859,3.415293729437224,50,96.05298303082473,TiOx_04,TiOx,0.3959846238412006,0.3959846238412006,0.0,0.5529830308247341,True,True,True,True,38
472.75629,2.674637315822986,1,8,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,4,15,0,2,8,203264,10,256,2560,96.03978975829726,0.021663264484635007,472.75629,DISCRETE_MULTILEVEL,8,0.20365972212121047,0.027873156204904548,3.37796664285716,50,95.83613003617604,TaOx_01,TaOx,0.47873799137483586,0.47873799137483586,0.0,0.3361300361760442,True,True,True,True,39
866.31785,2.9376772628887164,0,0,ANALOG,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,6,63,0,2,8,203264,10,256,2560,96.27626789682539,0.0537333246870895,866.31785,ANALOG,0,0.21888017979797975,0.0429856468253859,3.415293729437224,50,96.05738771702741,TiOx_03,TiOx,0.5160851724722989,0.5160851724722989,0.0,0.5573877170274102,True,True,True,True,40
866.31785,2.9376772628887164,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,256,6,63,0,2,8,203264,10,256,2560,96.27186321062271,0.02531953463125564,866.31785,GRADUAL_MULTILEVEL,0,0.21888017979797975,0.0429856468253859,3.415293729437224,50,96.05298303082473,TiOx_04,TiOx,0.5271973495446497,0.5271973495446497,0.0,0.5529830308247341,True,True,True,True,41
1000.0,3.0,0,0,ANALOG,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,6,63,0,2,8,203264,10,256,2560,96.27626789682539,0.0537333246870895,1000.0,ANALOG,0,0.21888017979797975,0.0429856468253859,3.415293729437224,50,96.05738771702741,TiOx_03,TiOx,0.5471737440025676,0.5471737440025676,0.0,0.5573877170274102,True,True,True,True,42
1000.0,3.0,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,256,6,63,0,2,8,203264,10,256,2560,96.27186321062271,0.02531953463125564,1000.0,GRADUAL_MULTILEVEL,0,0.21888017979797975,0.0429856468253859,3.415293729437224,50,96.05298303082473,TiOx_04,TiOx,0.5582859210749181,0.5582859210749181,0.0,0.5529830308247341,True,True,True,True,43
257.986731,2.4115973695226383,1,8,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,4,15,0,2,8,203264,10,256,2560,96.03893246753246,0.022275974046759555,257.986731,DISCRETE_MULTILEVEL,8,0.20365972212121047,0.027873156204904548,3.37796664285716,50,95.83527274541125,TaOx_01,TaOx,0.5913607357156062,0.5913607357156062,0.0,0.3352727454112454,True,True,True,True,44
1587.512707,3.2007172102209553,0,0,ANALOG,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,6,63,0,2,8,203264,10,256,2560,96.27626789682539,0.0537333246870895,1587.512707,ANALOG,0,0.21888017979797975,0.0429856468253859,3.415293729437224,50,96.05738771702741,TiOx_03,TiOx,0.6472978983086909,0.6472978983086909,0.0,0.5573877170274102,True,True,True,True,45
1587.512707,3.2007172102209553,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,256,6,63,0,2,8,203264,10,256,2560,96.27186321062271,0.02531953463125564,1587.512707,GRADUAL_MULTILEVEL,0,0.21888017979797975,0.0429856468253859,3.415293729437224,50,96.05298303082473,TiOx_04,TiOx,0.6584100753810417,0.6584100753810417,0.0,0.5529830308247341,True,True,True,True,46
140.785336,2.148557421667331,1,8,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,4,15,0,2,8,203264,10,256,2560,96.03893246753246,0.022275974046759555,140.785336,DISCRETE_MULTILEVEL,8,0.20365972212121047,0.027873156204904548,3.37796664285716,50,95.83527274541125,TaOx_01,TaOx,0.7103932254019836,0.7103932254019836,0.0,0.3352727454112454,True,True,True,True,47
2909.09,3.463757157444634,0,0,ANALOG,IDEALIZED_SINGLE_PAIR_ANALOG,IDEALIZED_ANALOG_MAPPING,256,6,63,0,2,8,203264,10,256,2560,96.27626789682539,0.0537333246870895,2909.09,ANALOG,0,0.21888017979797975,0.0429856468253859,3.415293729437224,50,96.05738771702741,TiOx_03,TiOx,0.7785106240909296,0.7785106240909296,0.0,0.5573877170274102,True,True,True,True,48
2909.09,3.463757157444634,0,0,GRADUAL_MULTILEVEL,IDEALIZED_SINGLE_PAIR_GRADUAL,IDEALIZED_GRADUAL_MAPPING,256,6,63,0,2,8,203264,10,256,2560,96.27186321062271,0.02531953463125564,2909.09,GRADUAL_MULTILEVEL,0,0.21888017979797975,0.0429856468253859,3.415293729437224,50,96.05298303082473,TiOx_04,TiOx,0.7896228011632804,0.7896228011632804,0.0,0.5529830308247341,True,True,True,True,49
80.0,1.9030899869919435,1,8,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,4,15,0,2,8,203264,10,256,2560,96.03893246753246,0.022275974046759555,80.0,DISCRETE_MULTILEVEL,8,0.20365972212121047,0.027873156204904548,3.37796664285716,50,95.83527274541125,TaOx_01,TaOx,0.8248138223639394,0.8248138223639394,0.0,0.3352727454112454,True,True,True,True,50
76.827637,1.8855174757282112,1,8,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,4,15,0,2,8,203264,10,256,2560,96.0563824011544,0.03361710421650208,76.827637,DISCRETE_MULTILEVEL,8,0.20365972212121047,0.027873156204904548,3.37796664285716,50,95.85272267903318,TaOx_01,TaOx,0.8330924961387524,0.8330924961387524,0.0,0.3527226790331781,True,True,True,True,51
76.0,1.8808135922807914,1,8,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,4,15,0,2,8,203264,10,256,2560,96.0563824011544,0.03361710421650208,76.0,DISCRETE_MULTILEVEL,8,0.20365972212121047,0.027873156204904548,3.37796664285716,50,95.85272267903318,TaOx_01,TaOx,0.8353102524554029,0.8353102524554029,0.0,0.3527226790331781,True,True,True,True,52
45.4,1.657055852857104,1,8,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,4,15,0,2,8,203264,10,256,2560,96.06307994444444,0.03715809286569709,45.4,DISCRETE_MULTILEVEL,8,0.20365972212121047,0.027873156204904548,3.37796664285716,50,95.85942022232322,TaOx_01,TaOx,0.9415270262258121,0.9415270262258121,0.0,0.359420222323223,True,True,True,True,53
41.92543,1.6224775255576593,1,8,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,4,15,0,2,8,203264,10,256,2560,96.06307994444444,0.03715809286569709,41.92543,DISCRETE_MULTILEVEL,8,0.20365972212121047,0.027873156204904548,3.37796664285716,50,95.85942022232322,TaOx_01,TaOx,0.9580507512151442,0.9580507512151442,0.0,0.359420222323223,True,True,True,True,54
22.879029,1.359437588788364,1,8,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,4,15,0,2,8,203264,10,256,2560,96.06307994444444,0.03715809286569709,22.879029,DISCRETE_MULTILEVEL,8,0.20365972212121047,0.027873156204904548,3.37796664285716,50,95.85942022232322,TaOx_01,TaOx,1.084487400681347,1.084487400681347,0.0,0.359420222323223,True,True,True,True,55
12.485261,1.096397625556008,1,8,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,4,15,0,2,8,203264,10,256,2560,96.06691049206349,0.04040888718730888,12.485261,DISCRETE_MULTILEVEL,8,0.20365972212121047,0.027873156204904548,3.37796664285716,50,95.86325076994227,TaOx_01,TaOx,1.211939845794418,1.211939845794418,0.0,0.3632507699422689,True,True,True,True,56
6.813303,0.8333577032358783,1,8,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,4,15,0,2,8,203264,10,256,2560,96.06597020634919,0.04042293899550213,6.813303,DISCRETE_MULTILEVEL,8,0.20365972212121047,0.027873156204904548,3.37796664285716,50,95.86231048422798,TaOx_01,TaOx,1.340118265997763,1.340118265997763,0.0,0.36231048422797585,True,True,True,True,57
5.0,0.6989700043360189,1,8,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,4,15,0,2,8,203264,10,256,2560,96.06597020634919,0.04042293899550213,5.0,DISCRETE_MULTILEVEL,8,0.20365972212121047,0.027873156204904548,3.37796664285716,50,95.86231048422798,TaOx_01,TaOx,1.4058210172452834,1.4058210172452834,0.0,0.36231048422797585,True,True,True,True,58
3.718072,0.5703177955757218,1,8,DISCRETE_MULTILEVEL,SINGLE_DIFFERENTIAL_PAIR,DERIVED_DEVICE_STATE_CAP,256,4,15,0,2,8,203264,10,256,2560,96.06597020634919,0.04042293899550213,3.718072,DISCRETE_MULTILEVEL,8,0.20365972212121047,0.027873156204904548,3.37796664285716,50,95.86231048422798,TaOx_01,TaOx,1.4688326232358686,1.4688326232358686,0.0,0.36231048422797585,True,True,True,True,59
