held_out_device,held_out_study,held_out_family,method,row_position,crossbar_size,requested_weight_bits,adc_bits,mapping_strategy,cost_proxy,actual_accuracy,predicted_accuracy,is_true_pareto,is_predicted_pareto
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,11,128,7,10,IDEALIZED_SINGLE_PAIR_GRADUAL,16384.0,96.19,96.19913921428561,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,12,16,7,10,IDEALIZED_SINGLE_PAIR_GRADUAL,819200.0,96.19,96.20545323015871,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,13,128,6,10,IDEALIZED_SINGLE_PAIR_GRADUAL,16384.0,96.19,96.26002517460337,False,True
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,14,256,6,10,IDEALIZED_SINGLE_PAIR_GRADUAL,10240.0,96.18,96.25512152525269,False,True
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,15,16,5,9,IDEALIZED_SINGLE_PAIR_GRADUAL,409600.0,96.18,96.15833218253955,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,16,16,8,10,IDEALIZED_SINGLE_PAIR_GRADUAL,819200.0,96.17,96.23289725396819,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,17,16,8,9,IDEALIZED_SINGLE_PAIR_GRADUAL,409600.0,96.14,96.22448450000005,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,18,16,5,10,IDEALIZED_SINGLE_PAIR_GRADUAL,819200.0,96.14,96.1522644523809,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,19,64,8,10,IDEALIZED_SINGLE_PAIR_GRADUAL,57344.0,96.14,96.2235657142856,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,20,32,8,9,IDEALIZED_SINGLE_PAIR_GRADUAL,106496.0,96.13,96.23366957142862,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,21,32,6,9,IDEALIZED_SINGLE_PAIR_GRADUAL,106496.0,96.12,96.2519551666666,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,22,16,4,10,IDEALIZED_SINGLE_PAIR_GRADUAL,819200.0,96.1,96.06842672222224,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,23,256,7,10,IDEALIZED_SINGLE_PAIR_GRADUAL,10240.0,96.09,96.19255896031747,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,24,32,4,10,IDEALIZED_SINGLE_PAIR_GRADUAL,212992.0,96.08,96.06516420634924,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,25,128,5,10,IDEALIZED_SINGLE_PAIR_GRADUAL,16384.0,96.08,96.16176946031744,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,26,256,5,10,IDEALIZED_SINGLE_PAIR_GRADUAL,10240.0,96.06,96.12933678571433,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,27,16,6,9,IDEALIZED_SINGLE_PAIR_GRADUAL,409600.0,96.06,96.2591953015873,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,28,32,7,9,IDEALIZED_SINGLE_PAIR_GRADUAL,106496.0,96.05,96.23064868686859,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,29,16,7,8,IDEALIZED_SINGLE_PAIR_GRADUAL,204800.0,96.03,96.19831320634924,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,30,32,4,9,IDEALIZED_SINGLE_PAIR_GRADUAL,106496.0,96.03,96.07089411111099,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,31,16,4,9,IDEALIZED_SINGLE_PAIR_GRADUAL,409600.0,96.0,96.07650995238086,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,32,64,4,10,IDEALIZED_SINGLE_PAIR_GRADUAL,57344.0,96.0,96.06231196825391,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,33,16,6,8,IDEALIZED_SINGLE_PAIR_GRADUAL,204800.0,95.97,96.23749668253969,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,34,16,5,8,IDEALIZED_SINGLE_PAIR_GRADUAL,204800.0,95.97,96.1517875714286,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,35,128,4,10,IDEALIZED_SINGLE_PAIR_GRADUAL,16384.0,95.96,96.04602945238092,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,36,256,4,10,IDEALIZED_SINGLE_PAIR_GRADUAL,10240.0,95.95,96.04001873015875,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,37,64,7,9,IDEALIZED_SINGLE_PAIR_GRADUAL,28672.0,95.95,96.23218619047617,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,38,64,5,9,IDEALIZED_SINGLE_PAIR_GRADUAL,28672.0,95.89,96.16732254112557,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,39,64,4,9,IDEALIZED_SINGLE_PAIR_GRADUAL,28672.0,95.89,96.07163508730142,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,40,16,4,8,IDEALIZED_SINGLE_PAIR_GRADUAL,204800.0,95.88,96.07335188095223,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,41,32,5,9,IDEALIZED_SINGLE_PAIR_GRADUAL,106496.0,95.88,96.16024814285711,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,42,64,8,9,IDEALIZED_SINGLE_PAIR_GRADUAL,28672.0,95.85,96.22246889682546,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,43,16,8,8,IDEALIZED_SINGLE_PAIR_GRADUAL,204800.0,95.85,96.19072261038971,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,44,64,6,9,IDEALIZED_SINGLE_PAIR_GRADUAL,28672.0,95.83,96.26489407936502,False,True
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,45,256,6,9,IDEALIZED_SINGLE_PAIR_GRADUAL,5120.0,95.73,96.22163507287154,True,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,46,128,8,9,IDEALIZED_SINGLE_PAIR_GRADUAL,8192.0,95.73,96.2120943253969,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,47,128,7,9,IDEALIZED_SINGLE_PAIR_GRADUAL,8192.0,95.69,96.22548026190488,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,48,128,6,9,IDEALIZED_SINGLE_PAIR_GRADUAL,8192.0,95.67,96.24368018253968,False,True
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,49,128,5,9,IDEALIZED_SINGLE_PAIR_GRADUAL,8192.0,95.66,96.16001768398266,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,50,256,8,9,IDEALIZED_SINGLE_PAIR_GRADUAL,5120.0,95.65,96.20516191269847,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,51,256,5,9,IDEALIZED_SINGLE_PAIR_GRADUAL,5120.0,95.63,96.12607235064938,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,52,32,5,8,IDEALIZED_SINGLE_PAIR_GRADUAL,53248.0,95.6,96.1616273095238,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,53,32,7,8,IDEALIZED_SINGLE_PAIR_GRADUAL,53248.0,95.56,96.20178333333341,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,54,256,7,9,IDEALIZED_SINGLE_PAIR_GRADUAL,5120.0,95.55,96.21968631746029,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,55,32,8,8,IDEALIZED_SINGLE_PAIR_GRADUAL,53248.0,95.54,96.18876254689764,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,56,32,6,8,IDEALIZED_SINGLE_PAIR_GRADUAL,53248.0,95.48,96.22835232539678,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,57,128,4,9,IDEALIZED_SINGLE_PAIR_GRADUAL,8192.0,95.47,96.07132721717166,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,58,256,4,9,IDEALIZED_SINGLE_PAIR_GRADUAL,5120.0,95.36,96.06140299206353,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,59,32,4,8,IDEALIZED_SINGLE_PAIR_GRADUAL,53248.0,95.28,96.06957738095227,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,60,64,8,8,IDEALIZED_SINGLE_PAIR_GRADUAL,14336.0,94.99,96.17897643578657,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,61,16,7,7,IDEALIZED_SINGLE_PAIR_GRADUAL,102400.0,94.89,96.18256651587289,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,62,64,7,8,IDEALIZED_SINGLE_PAIR_GRADUAL,14336.0,94.86,96.19516374603191,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,63,64,6,8,IDEALIZED_SINGLE_PAIR_GRADUAL,14336.0,94.85,96.23280002380955,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,64,64,4,8,IDEALIZED_SINGLE_PAIR_GRADUAL,14336.0,94.79,96.06848857936495,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,65,16,6,7,IDEALIZED_SINGLE_PAIR_GRADUAL,102400.0,94.79,96.19554555555536,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,66,16,8,7,IDEALIZED_SINGLE_PAIR_GRADUAL,102400.0,94.78,96.17004404761909,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,67,16,4,7,IDEALIZED_SINGLE_PAIR_GRADUAL,102400.0,94.72,95.98597193650805,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,68,64,5,8,IDEALIZED_SINGLE_PAIR_GRADUAL,14336.0,94.63,96.17306556493503,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,69,16,5,7,IDEALIZED_SINGLE_PAIR_GRADUAL,102400.0,94.53,96.08703415873032,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,70,32,4,7,IDEALIZED_SINGLE_PAIR_GRADUAL,26624.0,93.9,95.99061956349219,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,71,32,8,7,IDEALIZED_SINGLE_PAIR_GRADUAL,26624.0,93.89,96.16744974603182,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,72,32,7,7,IDEALIZED_SINGLE_PAIR_GRADUAL,26624.0,93.76,96.18710574603159,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,73,32,6,7,IDEALIZED_SINGLE_PAIR_GRADUAL,26624.0,93.57,96.20350326190457,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,74,32,5,7,IDEALIZED_SINGLE_PAIR_GRADUAL,26624.0,93.56,96.09209844444449,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,75,128,6,8,IDEALIZED_SINGLE_PAIR_GRADUAL,4096.0,93.22,96.23291416450208,True,True
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,76,128,4,8,IDEALIZED_SINGLE_PAIR_GRADUAL,4096.0,93.11,96.07580098701294,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,77,128,7,8,IDEALIZED_SINGLE_PAIR_GRADUAL,4096.0,92.9,96.21738745021652,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,78,128,8,8,IDEALIZED_SINGLE_PAIR_GRADUAL,4096.0,92.87,96.19916860101016,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,79,256,6,8,IDEALIZED_SINGLE_PAIR_GRADUAL,2560.0,92.8,96.21529372943711,True,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,80,256,8,8,IDEALIZED_SINGLE_PAIR_GRADUAL,2560.0,92.69,96.1951004025975,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,81,256,4,8,IDEALIZED_SINGLE_PAIR_GRADUAL,2560.0,92.69,96.06796664285716,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,82,128,5,8,IDEALIZED_SINGLE_PAIR_GRADUAL,4096.0,92.67,96.14617313636356,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,83,16,6,6,IDEALIZED_SINGLE_PAIR_GRADUAL,51200.0,92.63,96.03763550793654,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,84,256,7,8,IDEALIZED_SINGLE_PAIR_GRADUAL,2560.0,92.62,96.21593281529576,False,True
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,85,16,7,6,IDEALIZED_SINGLE_PAIR_GRADUAL,51200.0,92.54,96.06625979365076,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,86,16,8,6,IDEALIZED_SINGLE_PAIR_GRADUAL,51200.0,92.52,96.06506079365076,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,87,16,5,6,IDEALIZED_SINGLE_PAIR_GRADUAL,51200.0,92.36,95.97545165079364,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,88,16,3,10,IDEALIZED_SINGLE_PAIR_GRADUAL,819200.0,92.17,92.2215389920637,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,89,256,5,8,IDEALIZED_SINGLE_PAIR_GRADUAL,2560.0,92.15,96.10275866017318,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,90,32,3,10,IDEALIZED_SINGLE_PAIR_GRADUAL,212992.0,92.09,92.22362646825405,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,91,64,3,10,IDEALIZED_SINGLE_PAIR_GRADUAL,57344.0,92.02,92.223485468254,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,92,16,3,9,IDEALIZED_SINGLE_PAIR_GRADUAL,409600.0,92.0,92.20970071428589,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,93,256,3,10,IDEALIZED_SINGLE_PAIR_GRADUAL,10240.0,91.98,92.20576038888888,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,94,128,3,10,IDEALIZED_SINGLE_PAIR_GRADUAL,16384.0,91.93,92.19636542857147,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,95,16,4,6,IDEALIZED_SINGLE_PAIR_GRADUAL,51200.0,91.86,95.95804598412703,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,96,64,6,7,IDEALIZED_SINGLE_PAIR_GRADUAL,7168.0,91.61,96.1647374920634,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,97,64,8,7,IDEALIZED_SINGLE_PAIR_GRADUAL,7168.0,91.55,96.121553531746,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,98,32,3,9,IDEALIZED_SINGLE_PAIR_GRADUAL,106496.0,91.54,92.21212207936513,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,99,64,7,7,IDEALIZED_SINGLE_PAIR_GRADUAL,7168.0,91.37,96.13418454761894,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,100,16,3,8,IDEALIZED_SINGLE_PAIR_GRADUAL,204800.0,91.35,92.06059171428574,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,101,32,3,8,IDEALIZED_SINGLE_PAIR_GRADUAL,53248.0,91.25,92.05961004761906,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,102,64,3,9,IDEALIZED_SINGLE_PAIR_GRADUAL,28672.0,91.16,92.20960557936515,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,103,128,3,9,IDEALIZED_SINGLE_PAIR_GRADUAL,8192.0,91.11,92.17486274603183,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,104,256,3,9,IDEALIZED_SINGLE_PAIR_GRADUAL,5120.0,91.06,92.18420917460321,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,105,64,4,7,IDEALIZED_SINGLE_PAIR_GRADUAL,7168.0,91.03,95.91976957936521,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,106,64,5,7,IDEALIZED_SINGLE_PAIR_GRADUAL,7168.0,90.94,96.07494371428571,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,107,64,3,8,IDEALIZED_SINGLE_PAIR_GRADUAL,14336.0,90.53,92.0401271666667,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,108,32,4,6,IDEALIZED_SINGLE_PAIR_GRADUAL,13312.0,90.0,95.74653583333341,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,109,32,6,6,IDEALIZED_SINGLE_PAIR_GRADUAL,13312.0,89.54,95.8037465634922,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,110,32,8,6,IDEALIZED_SINGLE_PAIR_GRADUAL,13312.0,89.4,95.83560351587319,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,111,16,3,7,IDEALIZED_SINGLE_PAIR_GRADUAL,102400.0,89.31,91.76927236507939,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,112,32,7,6,IDEALIZED_SINGLE_PAIR_GRADUAL,13312.0,89.22,95.83734251587319,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,113,128,3,8,IDEALIZED_SINGLE_PAIR_GRADUAL,4096.0,88.96,91.99577304761912,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,114,32,5,6,IDEALIZED_SINGLE_PAIR_GRADUAL,13312.0,88.58,95.75767678571434,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,115,256,3,8,IDEALIZED_SINGLE_PAIR_GRADUAL,2560.0,87.94,91.993711952381,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,116,128,6,7,IDEALIZED_SINGLE_PAIR_GRADUAL,2048.0,85.27,95.98946553174619,True,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,117,128,8,7,IDEALIZED_SINGLE_PAIR_GRADUAL,2048.0,85.0,95.8856885642135,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,118,128,7,7,IDEALIZED_SINGLE_PAIR_GRADUAL,2048.0,84.83,95.90563694516588,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,119,32,3,7,IDEALIZED_SINGLE_PAIR_GRADUAL,26624.0,84.82,91.76637836507938,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,120,16,3,6,IDEALIZED_SINGLE_PAIR_GRADUAL,51200.0,84.44,90.35510366666654,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,121,128,5,7,IDEALIZED_SINGLE_PAIR_GRADUAL,2048.0,84.41,95.94953666666677,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,122,128,4,7,IDEALIZED_SINGLE_PAIR_GRADUAL,2048.0,84.08,95.83996926984129,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,123,64,4,6,IDEALIZED_SINGLE_PAIR_GRADUAL,3584.0,82.65,95.34070039682535,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,124,64,6,6,IDEALIZED_SINGLE_PAIR_GRADUAL,3584.0,81.45,95.38373171428556,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,125,64,7,6,IDEALIZED_SINGLE_PAIR_GRADUAL,3584.0,81.3,95.41552557142832,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,126,64,8,6,IDEALIZED_SINGLE_PAIR_GRADUAL,3584.0,81.27,95.4142355714283,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,127,64,5,6,IDEALIZED_SINGLE_PAIR_GRADUAL,3584.0,81.17,95.34189639682533,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,128,64,3,7,IDEALIZED_SINGLE_PAIR_GRADUAL,7168.0,80.3,91.65547341269851,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,129,256,4,7,IDEALIZED_SINGLE_PAIR_GRADUAL,1280.0,75.99,95.83658339682539,True,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,130,256,6,7,IDEALIZED_SINGLE_PAIR_GRADUAL,1280.0,75.86,95.99690265873022,False,True
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,131,256,5,7,IDEALIZED_SINGLE_PAIR_GRADUAL,1280.0,75.63,95.9251674047621,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,132,256,8,7,IDEALIZED_SINGLE_PAIR_GRADUAL,1280.0,75.47,95.8922520404039,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,133,256,7,7,IDEALIZED_SINGLE_PAIR_GRADUAL,1280.0,75.43,95.91204308802297,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,134,32,3,6,IDEALIZED_SINGLE_PAIR_GRADUAL,13312.0,72.96,90.31261878571416,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,135,128,3,7,IDEALIZED_SINGLE_PAIR_GRADUAL,2048.0,68.32,91.6042570793651,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,136,16,3,5,IDEALIZED_SINGLE_PAIR_GRADUAL,25600.0,66.31,83.88847401587294,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,137,128,4,6,IDEALIZED_SINGLE_PAIR_GRADUAL,1024.0,64.3,94.38938407142848,True,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,138,256,3,7,IDEALIZED_SINGLE_PAIR_GRADUAL,1280.0,63.8,91.600929984127,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,139,128,7,6,IDEALIZED_SINGLE_PAIR_GRADUAL,1024.0,63.6,94.45771898412701,False,True
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,140,128,5,6,IDEALIZED_SINGLE_PAIR_GRADUAL,1024.0,63.58,94.38853073809513,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,141,128,8,6,IDEALIZED_SINGLE_PAIR_GRADUAL,1024.0,63.55,94.45736531746036,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,142,128,6,6,IDEALIZED_SINGLE_PAIR_GRADUAL,1024.0,63.41,94.42479448412696,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,143,64,3,6,IDEALIZED_SINGLE_PAIR_GRADUAL,3584.0,63.11,89.81691357142842,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,144,16,4,5,IDEALIZED_SINGLE_PAIR_GRADUAL,25600.0,63.04,95.00056195238088,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,145,16,5,5,IDEALIZED_SINGLE_PAIR_GRADUAL,25600.0,59.05,94.99996595238085,False,False
TiOx_02_Ni,10.1038/s41598-019-44607-3,TiOx,FULL_DEVICE_AWARE,146,256,8,6,IDEALIZED_SINGLE_PAIR_GRADUAL,640.0,58.76,93.9326352380952,True,False
